	company	description	founded_on	categories	num_of_employees	revenue	website	location	funding	funding_stage	founder_names	founder_uuids	investors	num_of_investors	rank_change_week	rank_change_month	rank_change_quarter	rank	status	embedding_distance
35	Mirzuno	Mirzuno is a Cloud Hosting, Domain Registration, Web Hosting Company	2022-06-10	Cloud Computing,Cloud Infrastructure,Cloud Storage,Email,Furniture,Web Design,Web Development,Web Hosting	1-10	NA	https://mirzuno.com	Jatiasih,Jawa Barat,Indonesia,Asia	1711	seed	Achmad Fauzi,Eko Mulyono,Mrs. Founder of Mirzuno	8f9ef73c-7062-4630-b9d2-d0c7d84f6d38,c7e872c2-ef22-4836-814a-111b8fd73689,adf19bbf-0342-44cf-90d3-5d7d826f3aa4	Mrs. Founder of Mirzuno,Achmad Fauzi,Eko Mulyono	3.0	-0.1	1.2	-0.6	95286.0	active	0.7297003878448569
4	Visily	A wireframe tool that swiftly transforms screenshots, templates, or text prompts into editable wireframes and prototypes, powered by AI.	2021-10-25	Collaboration,Product Design,Software,UX Design,Web Design	11-50	$1M to $10M	https://www.visily.ai/	Atlanta,Georgia,United States,North America	2499999	seed	Buu Nguyen	c3b70c3d-1206-4797-922c-774159b09d66	Not found	NA	-0.1	1.3	0.4	22022.0	active	0.7303225785904096
64	Spore	Spore develops a platform for creators designed to improve their web experience.	2021-01-01	Internet,Software,Web Design	1-10	NA	https://spore.build/	Denver,Colorado,United States,North America	1000000	seed	Austin Hallock	824d9dd4-7a89-d999-bb2c-8008a7ccf64d	SignalFire,Lenny Rachitsky,Canaan Partners,Goat Capital,Justin Waldron	7.0	0.4	0.2	1.9	150045.0	active	0.7304138746817213
77	DroneUn	We building digital growth as a systematic process centered around the modern consumer journey that unifies marketing, sales, operations.	2023-03-19	Web Design,Web Development	1-10	NA	https://droneun.com	Mumbai,Maharashtra,India,Asia	1700	seed	Manu Cherian	b1bd16a1-68d4-4a00-8285-f8b804d916af	Not found	NA	0.0	0.0	-0.1	207636.0	active	0.7308195519903959
98	haduken! UG	Agency, Internet, eCommerce, Online-Marketing	2021-05-17	Advertising,Digital Marketing,E-Commerce,Internet,Web Design	1-10	NA	https://haduken.de	Hamburg,Hamburg,Germany,Europe	0	seed	Kim Nis Neuhauss,Stephan Rajewski	4185ee6f-5f06-4df3-aa6b-bea6b32262e8,4f7cd014-92a3-46ce-825d-e4aa2e919959	Neuhauss Capital UG	1.0	0.9	2.3	7.6	537078.0	active	0.7313514860334691
85	IMAQ Technologies	Networking, SaaS, Event Services, Consultancy	2021-09-15	Consulting,Education,Professional Services,Publishing,Web Design	1-10	NA	https://imaqtechnologies.com	Gwadar,Balochistan,Pakistan,Asia	150000	seed	Monireh Bahrami,Muhammad Irfan-Maqsood	02d811ee-3163-40f8-b10c-4a6e38d46f83,5dfdaadb-e191-4c15-9905-43badcac11d3	Not found	NA	0.0	1.0	-0.6	264623.0	active	0.7331942145379324
38	SP STUDIOZ	Software, Blockchain, Marketing & Branding.	2022-07-28	Advertising,Consulting,Digital Marketing,Information Technology,Marketing,Software,Web Design,Web Development	1-10	NA	https://spstudioz.net	Pune,Maharashtra,India,Asia	2000000	seed	Shyam Phad	1171a3cb-43cc-4308-9296-90315ae6d9c2	Not found	NA	-0.2	-0.3	-0.2	97433.0	active	0.7337861800812486
60	Wiscom Information Technology (Pvt) Ltd	Wiscom Information Technology (Pvt) Ltd is an AI/ML-powered IT startup that provides IT and business solutions to enhance simplicity at work	2021-03-24	Artificial Intelligence (AI),Information Technology,Machine Learning,Mobile Apps,SaaS,Software,Web Apps,Web Design,Web Development	11-50	NA	https://www.wiscomsolutions.com/	Colombo,Western,Sri Lanka,Asia	275000	early_stage_venture	Puwaneswaran Nadarajah	4b993ae6-14ac-44d2-b7e8-186126a48e8b	Techstars	1.0	0.6	-0.1	-0.1	135432.0	active	0.7339149902250334
67	Artmeet	Creative Talent Network & Job Marketplace in Southeast Asia	2021-03-01	Art,Graphic Design,Marketplace,Recruiting,UX Design,Web Design	1-10	NA	https://www.artmeet.com	Kuala Lumpur,Kuala Lumpur,Malaysia,Asia	40000	seed	Not found	Not found	MYStartup	1.0	-0.1	0.3	0.4	157643.0	active	0.7343377467334786
119	MT BYTES	Your premier IT solutions partner, offering end-to-end services in software development, AI, cybersecurity, digital marketing, and design.	2023-01-13	Information Technology,Software,Web Design,Web Development	11-50	NA	https://www.mt-bytes.com	Bahawalpur,Punjab,Pakistan,Asia	1000	seed	Not found	Not found	Not found	NA	NA	NA	NA	NA	active	0.7345022885845207
40	Tap Network	Social Media App, Freelance Marketplace, Social Portfolio	2021-01-12	Apps,Consulting,Marketing,Professional Services,Software,Web Design,Web Development	1-10	NA	https://www.tap-network.com	Boise,Idaho,United States,North America	145500	seed	Donovan Benko,Jesus Christ,Sebastian Frazier	9df4588c-74a9-40f1-9a65-947a838b5ac7,c876a4de-0479-4213-aeed-99c6d4c03096,75e71f8c-22c5-4725-9c92-ab7886d199fa	Not found	NA	0.0	0.6	1.9	103028.0	active	0.7345785999455012
51	Business Link	Business Link is an e-commerce outsourcing company that provides process-oriented e-commerce planning and design, corporate services.	2023-01-01	Customer Service,E-Commerce Platforms,Outsourcing,Web Design,Web Development	NA	NA	NA	Beijing,Beijing,China,Asia	1082799	seed	Not found	Not found	Not found	NA	-0.1	-0.7	4.7	117419.0	active	0.7351607771429896
110	Hollywood Media House	Public Relations and brand building for industry creatives and film productions.	2023-01-11	Brand Marketing,Marketing,Media and Entertainment,Public Relations,Web Design	1-10	NA	http://www.hollywoodmediahouse.com	Los Angeles,California,United States,North America	0	seed	Morgan Hildebrand	cb5fd572-0057-4e18-8aae-361888a1edbb	Not found	NA	4.8	4.1	-0.5	979347.0	active	0.7355598674372759
66	Tasker Army	Get your Shopify tasks done in less than 48 hours with Tasker Army. Reduce your development and design costs. Be productive!	2022-11-01	Artificial Intelligence (AI),Consulting,E-Commerce,Graphic Design,Information Technology,Machine Learning,Software,Web Design	1-10	NA	https://taskerarmy.com	Barcelona,Catalonia,Spain,Europe	100000	seed	Alex Probst,Samuel Noriega	ba86d15e-7e40-4a0c-97fd-aa109c0dbbc7,6aa14e6a-a44b-b9f8-e9e2-c0b8ac5b8005	Not found	NA	-0.1	0.1	-0.5	154114.0	active	0.7372290982414177
68	Aki Network	Aki Network offers a web3 growth stack that tracks real promotion performance of crypto influencers using on-chain data-driven goods.	2022-01-01	Blockchain,Marketing,Service Industry,Web Design,Web3	11-50	NA	https://akiprotocol.io	Osaka,Osaka,Japan,Asia	0	early_stage_venture	Not found	Not found	Alchemy Pay,Mask Network,Emoote,Marblex,CatcherVC	12.0	0.4	0.3	-2.3	159424.0	active	0.7379995479849022
52	QR Gateway	Create, Manager and tracking QR Codes	2021-11-05	E-Commerce,Software,Web Design	11-50	NA	https://qrgateway.com/	San Jose,California,United States,North America	100000	early_stage_venture	Amanda Smith,Vincent Vu	b5019472-e560-4e5f-bc84-ae93e38276b4,ff69080b-431e-4d3c-88fe-325c024bcdf1	Not found	NA	0.3	1.3	2.8	119753.0	active	0.7382127391290203
113	Chipmunk Development	Software and Computer consulting	2021-08-12	Software,Web Design,Web Development	1-10	NA	NA	Évora,Evora,Portugal,Europe	0	NA	Not found	Not found	Centro de Incubação de Évora	1.0	-0.5	-0.7	-1.3	1700438.0	active	0.7383344043608875
55	Easy User Test	Easy User Test is a productivity tool that allows its users to validate text and design for websites, ads, and emails.	2021-06-01	Productivity Tools,Text Analytics,Usability Testing,Web Design	11-50	NA	https://easyusertest.com	Zürich,Zurich,Switzerland,Europe	427329	seed	Fabio Duo	76d52fe8-bf64-4891-af31-3855899cc6e5	Not found	NA	0.4	0.0	1.8	123272.0	active	0.7391797848084565
94	TechniCorn	A Unicorn FinTech Consulting Group	2023-06-01	Automotive,Web Design	1-10	NA	NA	Dorchester,Massachusetts,United States,North America	0	seed	Not found	Not found	Not found	NA	1.3	1.3	-0.3	394797.0	active	0.7412827120495826
104	oneCanvas	oneCanvas is a graphic design software platform for digital scrapbooking.	2021-01-01	Software,Web Design	1-10	Less than $1M	http://onecanvas.com/	Lincoln,Nebraska,United States,North America	0	seed	Not found	Not found	NMotion	1.0	6.2	3.5	7.1	660569.0	active	0.742206180061918
83	The Quick Space	The Quick Space is a web and app platform used to rent spaces and services by the hour for an event or project.	2022-01-01	App Marketing,Service Industry,Software,Web Design	1-10	NA	https://thequickspace.com	Charlotte,North Carolina,United States,North America	10000	NA	Not found	Not found	NC IDEA MICRO	1.0	-0.2	-0.4	-0.2	249961.0	active	0.7428593755305268
118	Blending Mode	Software development	2024-02-08	Software,Web Design	1-10	NA	NA	Évora,Evora,Portugal,Europe	0	NA	Not found	Not found	Centro de Incubação de Évora	1.0	NA	NA	NA	NA	active	0.7433132919592473
22	RENAISSANCE	Renaissance enables companies and artists to use Web3 technology.	2021-01-01	Blockchain,Cryptocurrency,Web Design,Web3	1-10	NA	https://renaissance.land	Paris,Ile-de-France,France,Europe	1095782	seed	Not found	Not found	Bpifrance,Founders Future,Sebastien Borget,Bilal EL ALAMY,Guillaume Gibault	6.0	0.1	1.8	-0.3	64662.0	active	0.7461437317692949
93	Shopstory	The first visual content builder for e‑commerce that works inside any headless CMS.	2021-01-01	CMS,Content,Developer Tools,SaaS,Web Design,Web Development	11-50	NA	https://shopstory.app	Gdansk,Pomorskie,Poland,Europe	0	NA	Not found	Not found	bValue Fund	1.0	-0.3	-0.2	2.7	374832.0	active	0.7465086212880954
69	METATRON CORPORATION	TECHNOLOGY, NFTS, CRYPTOCURRENCY, EDUCATION, TRAVEL, MUSIC, GAMES, CHARITY...	2021-12-29	Consulting,Education,Information Technology,Internet,Marketing,Professional Services,Web Design	11-50	NA	https://metatroncorporation.com	Albuquerque,New Mexico,United States,North America	207000	seed	1. OSCAR RODRIGUEZ RODRIGUEZ,2. JORGE ULISES BAYLON CARRERA,3. BRYAN LOZANO GAMBOA	d7bab3d5-2714-4ebb-b5f6-8f876888ab8c,ebcfd508-9957-4e6c-9f07-b24923089e57,efce7e4b-c629-4b9c-a5c7-e9067e49a622	Not found	NA	-0.1	0.1	-0.1	170872.0	active	0.750407679200445
25	Cat Paradise	Cat Paradise is a Web3 game developer for digital cat pet development that is based on the TONNE Web3 game.	2023-01-01	Developer Tools,Gaming,Web Design,Web3	1-10	NA	NA	Chicago,Illinois,United States,North America	1000000	seed	Not found	Not found	Mask Network,Moon Capital	2.0	0.6	-0.1	-0.1	73046.0	active	0.7509052021264603
6	Giza	Giza can also transform the paradigm in web3 gaming.	2022-01-01	Cryptocurrency,Web Design,Web3	11-50	NA	https://www.gizatech.xyz	Gîza,Al Jizah,Egypt,Africa	3000000	seed	Not found	Not found	StarkWare Industries,Arrington XRP Capital,Rand Hindi,CoinFund,Julien Bouteloup	6.0	0.0	1.4	0.9	25377.0	active	0.7509688028323828
116	Vallueprints	An online digital printing technology, online product design tool, web app, e-commerce	2021-08-25	E-Commerce,Information Services,Marketing,Software,Web Design	1-10	NA	https://vallueprints.com	Lagos,Lagos,Nigeria,Africa	0	seed	Olaoluwa Ajayi	9e8afad7-8d01-498e-aeec-159577a42cff	Not found	NA	-0.1	-0.7	-1.0	2556232.0	active	0.7543877111029632
7	Dework	Web3 Asana + Web3 LinkedIn	2021-01-01	Blockchain,Software,Web Design,Web3	1-10	NA	https://dework.xyz	Stockholm,Stockholms Lan,Sweden,Europe	5000000	seed	Not found	Not found	Orange DAO,Pace Capital,Balaji Srinivasan,Sandeep Nailwal,Paradigm	5.0	0.3	2.1	3.1	30166.0	active	0.7563441500924772
86	RevEng	RevEng.ai is a deep AI framework for analysing binary computer programs.	2022-01-01	Web Design,Web Development	1-10	NA	NA	London,England,United Kingdom,Europe	0	seed	Not found	Not found	IQ Capital,Osney Capital	2.0	-0.1	-0.1	1.7	265058.0	active	0.7577544193509165
105	Dedalo	Dedalo AI, a pioneering Climate Tech enterprise, is dedicated to quantifying and mitigating the digital CO2 footprint.	2022-09-09	Artificial Intelligence (AI),Brand Marketing,GreenTech,Information Technology,Social Media,Software,Sustainability,Web Design	1-10	$1M to $10M	http://www.dedalo.ai	Turin,Piemonte,Italy,Europe	0	seed	Fabio Giannese,Francesco Musso,Seif Chourbagi	e5aa553a-d900-4c40-b7dc-59eee3d93dc9,40a89c9c-e7c0-43bf-8330-5de34ef0a655,5bd10c31-c138-4471-8265-9b6cf3c48bc9	SkyDeck Berkeley,Sequoia Capital (SSF),Compagnia di San Paolo,Regione Piemonte	4.0	0.4	0.3	6.5	689003.0	active	0.7577669394390711
