	company	description	founded_on	categories	num_of_employees	revenue	website	location	funding	funding_stage	founder_names	founder_uuids	investors	num_of_investors	rank_change_week	rank_change_month	rank_change_quarter	rank	status	embedding_distance
91	Insightful Metrics™	Insightful Metrics is a Business Consulting and Services Company, established in 2023 in the vibrant city of Pondicherry, India.	2023-08-08	Analytics,Business Development,Consulting,Data Visualization,Lead Generation,Market Research	11-50	NA	https://www.insightfulmetrics.de/	Puducherry,Puducherry,India,Asia	5000	seed	Anitha Pugazhselvam,Bharanidharan Sankar	5501162a-603c-49d1-a742-10e9bdfd8937,c6014106-ec2a-4fe9-a8ef-cbbfea725232	Not found	NA	0.0	2.2	9.5	156347.0	active	0.7527444953921949
135	EZED	Ezed is a brand accelerator that creates and grows brands.	2021-04-27	Brand Marketing,Market Research,Marketing	11-50	NA	https://www.e-zed.kr/	Seocho,Seoul-t'ukpyolsi,South Korea,Asia	0	seed	Not found	Not found	Not found	NA	-0.3	1.5	-1.1	1222451.0	active	0.7539810269563503
63	Mandu	Mandu is an internet marketplace platform that offers product source, marketing, warehousing, and after-sales services.	2021-04-01	Market Research,Marketplace,Warehousing	11-50	NA	https://www.mandu.com.vn/	Hanoi,NA - Vietnam,Vietnam,Asia	1000000	seed	Jerry Hoang	0513b5f2-8ca0-4919-b7b4-3e702fa35384	AVV	1.0	0.3	-0.1	0.0	96308.0	active	0.7544381874907996
126	IQ Biozoom	IQ Biozoom introduces game-changing medical advances.	2021-01-01	Health Care,Market Research,Medical	1-10	NA	https://iqbiozoom.com/	Stalowa Wola,Podkarpackie,Poland,Europe	0	seed	Not found	Not found	VCLink	1.0	-0.1	-0.4	-0.5	420406.0	active	0.75522027256186
117	Uplift360	Uplift360 creates the chemical technology to regenerate these highly complex materials.	2021-01-01	Market Research,Sustainability	1-10	NA	https://www.uplift360.tech	Luxembourg,Luxembourg,Luxembourg,Europe	0	seed	Not found	Not found	Sustainable Ventures	1.0	0.2	0.9	-0.4	289847.0	active	0.7554961526091728
27	Colabra	Increasing the world's scientific output.	2021-01-11	Artificial Intelligence (AI),Market Research,Project Management	1-10	$1M to $10M	https://www.colabra.ai/	San Francisco,California,United States,North America	1650000	seed	Aoi Senju,Philip Seifi	abc9077c-ec72-48b5-993a-c1561a10c495,ffada06a-54d3-455d-9c94-08fb2fdfcf6a	On Deck,Inovia Capital,Builders VC,BoxOne Ventures,Village Global	8.0	-0.1	0.4	2.1	47246.0	active	0.7565752254282104
142	Skylark AI	Desktop SaaS	2023-01-01	Artificial Intelligence (AI),Finance,FinTech,Generative AI,Market Research,Venture Capital	1-10	NA	https://skylarkai.com	New York,New York,United States,North America	600000	seed	Rajeev Kapoor	7dc943b5-8a28-4f0a-968b-ef6162f1a465	Not found	NA	NA	NA	NA	NA	active	0.7568552207516224
97	QuantNode	QuantNode is a data-centric platform empowering users to access market data and create extensive research and analytics.	2021-10-18	Analytics,Data Visualization,Market Research	1-10	NA	https://quantnote.com/	Prague,Hlavni mesto Praha,Czech Republic,Europe	100000	seed	Amir Mamaghani	1f2ffcc3-8534-4622-9f34-221c691216af	Not found	NA	-0.1	-0.4	0.0	169844.0	active	0.7575748184208613
31	Evidose	Evidose specializes in effectiveness testing of supplements, functional foods, and cosmetics.	2023-07-01	Beauty,Dietary Supplements,Market Research	1-10	NA	https://evidose.co/	Warsaw,Mazowieckie,Poland,Europe	500000	seed	Not found	Not found	500 Emerging Europe,Inovo VC	2.0	-0.2	-0.3	-2.6	51103.0	active	0.7577549982553282
13	aterio	Aterio offers real estate insights to help investors find high-potential neighborhoods and monitor the appreciation in a single platform.	2023-02-01	Information Services,Market Research,Real Estate,Real Estate Investment	1-10	$1M to $10M	https://www.aterio.io/	Vancouver,British Columbia,Canada,North America	405666	seed	Sergio Toro Gomez	edadc0d0-eb01-41e6-853d-24c44c9b8111	Not found	NA	-0.5	-0.3	6.6	29729.0	active	0.7579908498153156
7	Wokelo AI	Secure Generative AI platform for accelerated business research enabling investment and strategy professionals produce human-like synthesis	2022-07-01	Artificial Intelligence (AI),Enterprise Software,Generative AI,Market Research	1-10	NA	https://www.wokelo.ai/	Seattle,Washington,United States,North America	1500000	seed	Saswat Nanda,Siddhant Masson	072cabf4-7706-49a2-9362-79f6ca11d532,6ec70bf8-19ac-44d3-8f44-9c132243b2fa	Upsparks,Array Ventures,Pack Ventures,Untapped Capital,SeaChange	5.0	1.2	3.1	-0.2	12790.0	active	0.7582600323121393
48	plotr	plotr is a technology-focused firm that provides market analysis services for real estate.	2021-01-01	Analytics,Market Research,Real Estate,Rental Property	1-10	NA	https://getplotr.com	Austin,Texas,United States,North America	1500000	seed	Peyton Truitt	377fd913-ce50-497a-8314-e2d7e2e2d45d	Not found	NA	0.6	0.1	0.2	79504.0	active	0.7592340710155984
38	ARTIFIN	ARTIFIN helps you chat with your financial data while extracting insights for decision making.	2023-07-01	Accounting,Analytics,Artificial Intelligence (AI),B2B,Financial Services,FinTech,Market Research,SaaS,Software	1-10	NA	https://artifin.ai/	Palo Alto,California,United States,North America	100000	NA	Harshith Vaddiparthy	25e6bed0-b982-43be-bb99-dc2abf922ccb	Not found	NA	-0.2	-0.2	0.7	63624.0	active	0.7600751479042546
2	Micro Connect	Micro Connect is a financial market platform that provides market infrastructure, fintech, and platform development.	2021-01-01	Financial Services,FinTech,Market Research	251-500	$50M to $100M	https://microconnect.com	Central,Hong Kong Island,Hong Kong,Asia	668000000	late_stage_venture	Charles Li	570c7a0a-563a-4b38-b3c6-b9c52b8742b5	Sequoia Capital China,Horizons Ventures,Baillie Gifford,Lenovo Capital and Incubator Group (LCIG),Vectr	14.0	-1.1	-1.3	4.1	4549.0	active	0.7605089918783321
40	Datapo.com	We help companies to increase profits, reduce risks and automate routine with our world’s largest business database.	2022-03-10	B2B,Big Data,Business Development,Business Information Systems,Business Intelligence,Credit Bureau,Information Services,Lead Generation,Market Research,Risk Management	11-50	NA	https://datapo.com/en-us/	Sheridan,Wyoming,United States,North America	750000	seed	Ivan Alexandrovich	c4b9f3e1-8715-4b57-a3cb-dd0413eefb9f	Not found	NA	0.3	-0.1	-0.3	64074.0	active	0.7607102280838094
124	ZENOR GROUP	ZENOR Group - Unleashing Limitless Potential	2021-01-01	Asset Management,Information Technology,Market Research,Marketing,Media and Entertainment,Music Label,Retail	11-50	NA	https://zenorgroup.com	Hanoi,NA - Vietnam,Vietnam,Asia	0	seed	Thanh-Long Ly	06d26acd-bce6-4666-8015-25cd4ed998d9	Thanh-Long Ly	1.0	0.0	0.0	-0.6	398562.0	active	0.7661333125287101
41	Perfect.live	Perfect.live is an AI-powered concierge and personal assistant service.	2022-03-01	B2B,B2C,Business Travel,Communities,Concerts,Leisure,Media and Entertainment,Personal Development,Personal Health,Professional Services	11-50	Less than $1M	https://perfect.live	Miami,Florida,United States,North America	660765	seed	Dmitri Laush,Vladimir Popov	67629f45-12f0-77f7-b5be-91dcf3033e20,44479c00-f8d2-4957-bb99-090073197523	Sergei Verbitski,Eduards Zolotuhins,Igor Mölder,Andrei Doktorov	4.0	0.5	1.4	-0.1	64555.0	active	0.7691572752473239
52	256 Rewards LTD	Rewards.de rewards users for completing every day tasks, like playing games, answering simple questions or shopping online.	2022-11-01	Analytics,App Marketing,Big Data,Digital Marketing,Digital Media,Gaming,Gift Card,Loyalty Programs,Market Research,Mobile Advertising	11-50	NA	https://www.rewards.de	Maroni,Larnaca,Cyprus,Europe	38545	seed	Felix Fischer	6182fe0c-eb35-47d2-ab5c-de37dfa8b8fe	Not found	NA	-0.1	-0.2	-0.1	83112.0	active	0.7703475676497593
20	Infringements	Monitor your patents and get instant alerts on potential infringements.	2023-01-01	Artificial Intelligence (AI),Business Intelligence,Intellectual Property,Legal Tech,Machine Learning,Market Research,Product Research,Product Search,Semantic Search	NA	NA	NA	Not found	4000000	seed	Not found	Not found	Alumni Ventures,Scott Belsky,Cooley,Boston Seed Capital,Baseline Ventures	42.0	1.1	0.1	1.1	40012.0	active	0.7706213259065193
148	Sparxell	Sparxell is a digital platform enabling seamless communication and collaboration among teams.	2022-01-01	Biotechnology,Market Research	1-10	NA	https://sparxell.com/	Cambridge,Massachusetts,United States,North America	3200000	seed	Not found	Not found	Circular Innovation Fund,L'Oreal,Katapult,Joyance Partners,Future Communities Capital	7.0	NA	NA	NA	NA	active	0.7709815196758883
59	NUDGESPACE	Mobile App, Personal Development	2023-08-23	Gaming,Mobile Apps,Personal Development,Wellness	1-10	NA	https://nudgespace.carrd.co	Singapore,Central Region,Singapore,Asia	36576	NA	Malcolm Fu,Rayyan Safari	b219700b-672a-47bc-89eb-6b250af89e12,2a7bef0e-bc4b-43a2-8708-f2949dedfb31	Not found	NA	-0.1	-0.2	7.7	89553.0	active	0.7716540808402141
98	Beyond Scroll	Beyond Scroll is a new gas compression machine based on scroll technology	2022-01-01	Market Research	1-10	NA	https://www.beyondscroll.ch/	Winterthur,Zurich,Switzerland,Europe	10291	NA	Not found	Not found	Venture Kick	1.0	0.0	1.3	2.0	171721.0	active	0.7726856219188193
5	SocialCrowd	Boost employee performance with the digital Fitbit for work!	2022-06-01	Data Center Automation,Personal Development,Professional Services	1-10	$1M to $10M	https://www.getsocialcrowd.com/	Irvine,California,United States,North America	2100000	seed	Raphael Akinsipe	1a0d01f2-204a-4b96-8650-cf190e6bfb0d	Serac Ventures,Bread and Butter Ventures,Gala Capital Partners,VC414,Anand Gala	5.0	-1.6	-2.4	8.5	12663.0	active	0.7731587970745505
10	Mercator AI	Mercator AI is a real-time construction intelligence. Find and qualify new opportunities faster.	2021-01-01	Artificial Intelligence (AI),Big Data,Business Intelligence,Construction,Lead Generation,Market Research,SaaS	1-10	$1M to $10M	https://Mercator.ai/	Calgary,Alberta,Canada,North America	4548543	seed	Chloe Smith,Hogan Lee	3b0dd15e-7225-43df-b65a-77b040c9f488,24ebef23-2845-4428-8f56-4f42b2378186	Zacua Ventures,Freestyle Capital,Builders VC,The 51 Ventures,StandUp Ventures	11.0	0.4	2.0	3.7	18742.0	active	0.7743565945873735
103	Via Ayni	Social Network that connects Masters and Apprentices of different disciplines and alternative therapies.	2022-09-23	Communities,Personal Development,Personal Health,Social Media,Software	1-10	NA	https://viaayni.com	Palma De Mallorca,Islas Baleares,Spain,Europe	94311	NA	Irene Escudé Capdevila	0b97c76c-38f6-48c7-b2d6-6c4c35ce6828	Not found	NA	-0.1	-0.2	-0.4	191590.0	active	0.77678096575274
9	Handraise	Handraise is unlocking the power of news with AI.	2023-01-01	Artificial Intelligence (AI),Market Research,News,Public Relations,Social News,Software	1-10	NA	https://www.handraise.com	Austin,Texas,United States,North America	6400000	seed	Matt Allison	12045099-d230-6647-6119-936c2f7da59b	Floodgate,Sputnik ATX,Capital Factory,Active Capital,Silverton Partners	8.0	1.4	2.6	-2.5	17137.0	active	0.776967885613473
105	Oarbt	3D software for e-commerce	2021-01-01	Business Intelligence,Finance,Financial Services,FinTech,Market Research	1-10	Less than $1M	https://www.oarbt.com	New York,New York,United States,North America	0	seed	Sharon Obuobi	a9683b8d-a23a-4ce2-baa3-b556505a6f93	Innovate UK,Amazon Web Services,AWS Impact Accelerator,Bracken Darrell,Visible Hands	5.0	0.5	2.4	3.4	199984.0	active	0.7781612177655011
130	ARVIND UPADHYAY INTERNATIONAL	development of individuals and organizations	2021-01-01	Personal Development,Training,Tutoring	11-50	NA	https://thearvindupadhyay.blogspot.com/	Victoria,Espirito Santo,Brazil,South America	0	seed	Not found	Not found	Arvind Upadhyay	1.0	-0.2	2.6	-0.3	653146.0	active	0.7783827524700156
112	PT Chishiki NoHikari Indonesia	A company that is engaged to provide benefits to users in many fields such as design, research, education, etc.	2022-02-21	Content Creators,E-Learning,Education,Graphic Design,Market Research,PC Games,Product Research	1-10	NA	http://www.chishikinh.my.id	Jakarta,Jakarta Raya,Indonesia,Asia	1000	seed	Nabilla Ryca Maulidiyah,Wily Mohammad	55f6117e-8969-4646-aed5-22787b8107eb,a1e389bb-a9e6-44f8-be52-1c16863fd7f3	Not found	NA	-0.2	-0.1	-0.2	259525.0	active	0.7785966942845852
12	Comparables.ai	Comparables.ai provides an AI-augmented company analysis platform for professionals to find and compare companies quickly and intelligently	2021-03-01	Artificial Intelligence (AI),Finance,FinTech,Machine Learning,Market Research	11-50	NA	https://www.comparables.ai/	Helsinki,Southern Finland,Finland,Europe	700000	seed	Markus Vesala,Martin Kangasniemi,Muhammad Ammad-ud-din,Niko Nalli	c8c6c581-52f0-40c0-b816-0f38d0b89d73,c9bab673-0ce6-40c4-8eae-b2cedf153f1f,813893fe-10bc-4fa3-9f6f-be7c1e1f8209,1885caa4-f9b5-4df2-9c0e-5b753f06e298	Not found	NA	0.7	2.7	3.3	27963.0	active	0.7814768629739504
32	Pintap	A SaaS start up to provide service to all clients who do business in Traditional Trade in Indonesia.	2021-01-01	Apps,Communities,Consulting,Fast-Moving Consumer Goods,Information Technology,Market Research,Professional Services,Retail,Retail Technology,Software	51-100	NA	https://pintap.id/	Jakarta,Jakarta Raya,Indonesia,Asia	3859229	seed	Yunosuke Shigesato	5faa2c4c-015a-4a22-a8fe-bbae25c6e997	Mitsubishi Corporation	1.0	-0.2	-0.4	-0.6	52113.0	active	0.782454506630743
122	Run Yourself	Run Yourself is an AI powered peer coaching platform.	2022-01-01	Personal Branding,Personal Development,Training	NA	NA	https://www.runyourself.co/	London,England,United Kingdom,Europe	0	seed	Not found	Not found	Alma Angels,Hermesa	2.0	0.0	2.8	5.6	378369.0	active	0.7828995626682034
134	The Woke Company	The Woke Company offers digital financial education materials and programmes.	2022-01-01	Education,Market Research	1-10	NA	https://www.wokeinvesting.co	Singapore,Central Region,Singapore,Asia	0	NA	Not found	Not found	RHB Xcelerator	1.0	3.4	4.0	-0.1	1069826.0	active	0.7840199904977864
100	Merity	Merity offers a software solution for real-time compensation comparison and planning.	2022-01-01	Employee Benefits,Market Research,Software	1-10	NA	https://merity.io	Santiago,Region Metropolitana,Chile,South America	100000	seed	Not found	Not found	Platanus	1.0	-0.1	0.1	0.4	179926.0	active	0.7847552802740978
