	company	description	founded_on	categories	num_of_employees	revenue	website	location	funding	funding_stage	founder_names	founder_uuids	investors	num_of_investors	rank_change_week	rank_change_month	rank_change_quarter	rank	status	embedding_distance
1052	AiFlow	CRM Augmentation & Search via Large Language Models for Private Equity firms	2022-11-01	Artificial Intelligence (AI),FinTech,Natural Language Processing,Software	1-10	NA	https://www.aiflow.solutions/	San Francisco,California,United States,North America	500000	seed	Josh Gardner,Nicholas Manske	6a05f859-1522-4e95-8273-d1708642b91f,45689800-fee2-4d3f-9be1-0ebf336a90cf	Y Combinator,Hunt Scanlon Ventures	2.0	-0.3	-0.2	-0.4	45685.0	active	0.550848639932023
275	Refuel.AI	Refuel.AI focuses on infrastructure and tooling for teams building ML applications on top of unstructured data.	2021-01-01	Artificial Intelligence (AI),Data Integration,Information Technology,Internet,Software	11-50	$1M to $10M	https://refuel.ai/team	San Francisco,California,United States,North America	10482000	seed	Not found	Not found	General Catalyst,XYZ Venture Capital	2.0	0.8	2.4	2.8	11441.0	active	0.5510733192395927
0	Mistral AI	Mistral AI is an AI startup that provides developers and businesses access to open and portable generative AI solutions.	2023-01-01	Artificial Intelligence (AI),Machine Learning,Software	11-50	NA	https://mistral.ai	Paris,Ile-de-France,France,Europe	544013996	early_stage_venture	Arthur Mensch,Guillaume Lample,Timothee Lacroix	3b019bf5-8d07-4afd-a067-10ea8b81fe60,ef5276cb-439e-458f-9d5a-1bf3ebf83f51,891891eb-1057-419f-ba69-696429458b8e	NVIDIA,Microsoft,Andreessen Horowitz,Bpifrance,General Catalyst	26.0	0.0	1.0	1.0	3.0	active	0.551243806656172
3252	Labelf AI	SaaS platform for no code AI training and implementation	2021-03-05	Analytics,Artificial Intelligence (AI),Developer APIs,Machine Learning,SaaS	11-50	NA	https://www.labelf.ai/	Stockholm,Stockholms Lan,Sweden,Europe	0	NA	Filip Sörlin,Per Näslund,Ted Tigerschiold,Viktor Alm	60675cd4-b77e-4467-b937-a4d057ef12cf,49d35a39-405d-4dcb-84b2-72eda8a12609,cab5be33-8629-4aba-be00-0220802bb3fe,d5c8c5c8-475f-444e-9496-5bfa88637357	Sting	1.0	-0.2	-0.1	-0.1	297730.0	active	0.5521166614196099
1536	Unbox AI	Unbox AI creates a master AI model that unlocks the synergies in a company's business.	2022-01-01	Artificial Intelligence (AI),Information Technology,Machine Learning,Natural Language Processing	11-50	$1M to $10M	https://unboxai.com	Stanford,California,United States,North America	125000	seed	Gunnar Carlsson,Rickard Brüel Gabrielsson	1eab4687-9b18-f174-3bc7-3cd5761c6853,0eb77881-86d9-41af-94fd-6afb2ca4e9e9	Y Combinator	1.0	0.5	0.6	1.1	70168.0	active	0.5522261096534666
200	Sixfold AI	Sixfold AI is a generative artificial intelligence developed and educated to handle the most difficult problems in the insurance industry.	2023-01-01	Artificial Intelligence (AI),InsurTech,Productivity Tools	1-10	NA	https://www.sixfold.ai	New York,New York,United States,North America	6500000	seed	Alex Schmelkin,Brian Moseley,Jane Tran	72a2d8bf-f4fe-428c-4faf-17f214ff7f17,3b216c4f-5478-4d6c-b2ef-5a85a3114a8d,d53f6147-a3ae-4bbf-9635-a7f49490f048	Bessemer Venture Partners,Crystal Venture Partners	2.0	0.6	2.4	3.9	8175.0	active	0.5524954143396266
224	AI Arena	AI Arena provides native gaming and train their NFT using artificial intelligence.	2021-08-26	Artificial Intelligence (AI),Blockchain,Gaming,Software	11-50	NA	https://aiarena.io	Toronto,Ontario,Canada,North America	11000000	early_stage_venture	Brandon Da Silva	c0dfeac4-5389-4810-bf5c-1104834e410f	FunPlus,SevenX Ventures,Xterio,Framework Ventures,Moore Strategic Ventures	6.0	-0.2	-0.4	7.4	9107.0	active	0.5526054717710118
3468	MindHYVE.ai	MindHYVE.ai offers AI agents for a wide range of industries, from healthcare to telecoms, agriculture to marketing.	2022-01-01	Artificial Intelligence (AI)	1-10	NA	https://www.mindhyve.ai	California,Kentucky,United States,North America	0	NA	Not found	Not found	Teller Systems	1.0	2.4	0.5	-0.3	491743.0	active	0.5530644936890916
975	Caden AI	Caden AI provides full lifecycle tooling for generative AI--transform prompts into APIs instantly, connect data sources, go live	2023-04-26	Artificial Intelligence (AI),Enterprise Software,Natural Language Processing,SaaS,Software	1-10	NA	https://www.cadenai.com	New York,New York,United States,North America	250000	seed	Davis Sawyer,Paul Dlug	e3d4b83e-8d2b-4f87-bd0c-58ecf6c36f17,a9732aac-2b96-4e13-8146-808cd508ec20	Forum Ventures	1.0	0.3	0.5	0.7	42222.0	active	0.5533916698378918
2684	AITOMATIC	Problem-Solving Generative-AI for the $25T Industrial Economy	2021-04-01	Artificial Intelligence (AI),Machine Learning,Software	11-50	$1M to $10M	https://aitomatic.com	Palo Alto,California,United States,North America	0	seed	Christopher Nguyen	b8d451b3-5c6d-6cde-5458-7fc9ac44029a	AVV,Tess Ventures,Larry Kubal	3.0	0.0	0.0	-0.3	167422.0	active	0.5545407222851648
759	Spine AI	Spine AI helps companies build and maintain, reliable and effective AI copilots for their products.	2023-01-01	Artificial Intelligence (AI),SaaS,Web Development	1-10	NA	https://www.getspine.ai	San Francisco,California,United States,North America	500000	seed	Not found	Not found	Y Combinator,Team Ignite Ventures	2.0	0.2	0.9	1.8	31547.0	active	0.5546661490569681
2883	bitHuman	bitHuman is a generative AI development business that develops interactive AI-bots (service agents) that can demonstrate NLP skills.	2023-01-01	Artificial Intelligence (AI),B2B,Commercial,Information Technology,Machine Learning,Retail	1-10	NA	https://www.bithuman.io	San Francisco,California,United States,North America	0	seed	Not found	Not found	Plug and Play	1.0	-0.1	-0.4	9.5	203416.0	active	0.5549299494961236
142	Cimba.ai	Adaptive AI agent infrastructure for data driven business operation to create custom adaptive gen-AI agents to optimize business operations	2023-02-10	Analytics,Artificial Intelligence (AI),Business Intelligence,Generative AI,Predictive Analytics,SaaS,Software	11-50	NA	https://www.cimba.ai	Seattle,Washington,United States,North America	1250000	seed	Subrata Biswas	2724d414-88a3-4974-bd05-0f4e21b839f5	Ripple Ventures,Pack Ventures,SeaChange,Chad Sanderson,Chris Riccomini	5.0	-3.6	-4.1	10.0	5847.0	active	0.5550452523210407
2682	Klart AI	Klart AI revolutionizes workplace productivity and collaboration through AI-driven real-time support and robust data privacy.	2023-02-15	Artificial Intelligence (AI),B2B,Generative AI,Knowledge Management,Machine Learning,Natural Language Processing,Productivity Tools,SaaS,Search Engine,Software	1-10	NA	https://www.klartai.com/	Paris,Ile-de-France,France,Europe	0	NA	Erol Koseoglu,Noyan Bilge	8cb0c6b8-f372-48e7-8542-7801c02be2db,5db0040f-8f6c-4afc-8287-00c5ba290548	STATION F	1.0	0.3	0.0	2.5	166936.0	active	0.5552537024039597
83	Artisan AI	Artisan AI develops digital workers known as Artisans, with human-like attributes, to automate end-to-end job workflows.	2023-09-14	Artificial Intelligence (AI),Information Technology,Internet,SaaS,Software	11-50	$1M to $10M	https://artisan-ai.com	San Francisco,California,United States,North America	2935000	seed	Jaspar Carmichael-Jack,Rupert Dodkins	af0345aa-eee7-4ca3-a0ad-f07da78aed53,a90de3aa-75ca-4677-a204-fcee32b668dc	Y Combinator,Sequoia Scout,Oliver Jung,Bayhouse Capital	4.0	1.4	3.2	-3.4	3279.0	active	0.5552787843583901
669	Gemelo.ai	AI Clones and Agents that scale your voice, interactions, and business	2022-01-01	Artificial Intelligence (AI),Machine Learning,Natural Language Processing,Speech Recognition	11-50	$1M to $10M	http://www.gemelo.ai	San Francisco,California,United States,North America	2000000	seed	Paul Jaski	23018498-614a-4e32-9e16-a2c31bd100f8	Plug and Play	1.0	0.4	3.2	6.6	27617.0	active	0.5553207362210985
67	Extropic AI	Extropic AI is a hardware startup that is building a chip optimized to run large language models, or LLMs.	2022-01-01	Artificial Intelligence (AI)	11-50	NA	https://www.extropic.ai/	Austin,Texas,United States,North America	14100000	seed	Not found	Not found	Scott Belsky,Arash Ferdowsi,Kindred Ventures,Amjad Masad,Balaji Srinivasan	17.0	1.9	7.5	0.3	2505.0	active	0.5560225548859514
3245	WeAI	AI Text Generator Tool to give back Your Company's Authentic Identity	2023-10-10	Artificial Intelligence (AI),Generative AI,Information Technology,Software	1-10	NA	https://weai.me	Driebergen,Utrecht,The Netherlands,Europe	0	seed	Antony Chang,Harry Donkers	449ef258-4ded-411f-9e03-7c94d099e899,f2dd6fe6-0a40-4c11-a08d-35504e6b9c39	Not found	NA	-0.2	-0.2	-0.8	294402.0	active	0.556081900298113
3634	Jigo AI	Jigo AI is an artificial intelligence software company that offers automated contract diligence for startups.	2023-01-01	Artificial Intelligence (AI),Legal,SaaS,Software	1-10	NA	https://jigo.ai/	Bellevue,Washington,United States,North America	700000	seed	Not found	Not found	Not found	NA	NA	NA	NA	NA	active	0.5562921349356753
782	Evidently AI	Evidently AI is an information technology firm that offers an open-source software tool that provides machine learning models in production.	2021-01-01	Artificial Intelligence (AI),Information Technology,Machine Learning,Open Source,Software	1-10	NA	https://evidentlyai.com	San Francisco,California,United States,North America	125000	seed	Elena Samuylova,Emeli Dral	ebdef2a1-2147-4f51-a401-0ccb27d26b9a,e2417cd5-d348-4c49-806c-57f4d771a298	Y Combinator,Davidovs Venture Collective,Fly Ventures	3.0	0.0	0.7	0.1	32899.0	active	0.5563170360674398
1987	GenPen AI	Artifical General Intelligence	2023-02-01	Artificial Intelligence (AI),Developer Tools,SaaS	1-10	NA	https://genpen.ai	Toronto,Ontario,Canada,North America	250000	seed	Logan Ryan Golema,Sean Patrick Beecroft	4bcfb0ed-729b-433a-a8b1-9d7b306bbbd0,403b90d1-5b26-4db9-9584-11295709141d	Nathan Aldinger	1.0	0.1	1.6	0.9	96243.0	active	0.556343383776355
816	Pair AI	Pair AI is an AI-based mobile-first education platform.	2022-01-01	Artificial Intelligence (AI),E-Learning,Mobile Apps	1-10	NA	https://www.pairai.com	San Francisco,California,United States,North America	500000	seed	Jason Goodison,Parth Detroja	6710d422-d8e3-47dc-a07d-1eb66bf76e78,07f75526-0838-4d9a-944f-dbca51418d8f	Y Combinator,Rebel Fund	2.0	0.3	0.2	-0.4	34310.0	active	0.5565852428737168
2689	Hegel AI	Hegel AI's platform Prom, allows for experimenting with prompts, fine-tuned models, and retrieval-augmented generating systems.	2023-01-01	Artificial Intelligence (AI),Information Technology,Internet	1-10	NA	https://hegel-ai.com	Not found	0	seed	Not found	Not found	Y Combinator,Soma Capital,O'Shaughnessy Ventures,Cervin Ventures,SAV (Scale Asia Ventures)	6.0	0.1	-0.7	9.6	168420.0	active	0.556765382440326
564	Ex-human	Platform for AI Humans for immersive conversations. Our hyper-realistic characters boost engagement for games, datings and influencers.	2021-05-01	Artificial Intelligence (AI),Digital Entertainment,Machine Learning,Natural Language Processing,SaaS,Software	11-50	NA	https://exh.ai	San Francisco,California,United States,North America	2850000	seed	Artem Rodichev	5c137e80-c5f1-44dc-a505-985cfdfe36d5	Andreessen Horowitz,Soma Capital,TRAC,Asymmetry Ventures,Cory Levy	11.0	0.2	2.0	-0.7	23309.0	active	0.556985022734674
1027	Happyrobot	AI agents that can speak over the phone.	2022-08-26	Analytics,Artificial Intelligence (AI),Big Data,Computer Vision,Enterprise Software,Geospatial,Machine Learning,Natural Language Processing,Software	1-10	NA	https://happyrobot.ai/	San Francisco,California,United States,North America	123063	seed	Luis Paarup,Pablo Palafox	c0ca54ed-aa0a-42be-867a-8530bb4b2ad9,2a361ada-2638-4fa4-a816-85e5e4781967	Array Ventures	1.0	-0.2	-0.2	0.3	44504.0	active	0.5572041321875313
320	The Applied AI Company (AAICO)	The Applied AI Company builds products to automate human processes within insurance, pharmaceutical, healthcare and government.	2021-09-01	Artificial Intelligence (AI),Insurance,Software	11-50	$1M to $10M	https://www.aaico.com	London,England,United Kingdom,Europe	42000000	seed	Not found	Not found	G42,Plug and Play,Arya Bolurfrushan,A.R.M Holding,HCS Beteiligungsgesellschaft	6.0	0.8	2.7	-0.6	13251.0	active	0.5579728566338604
465	Distyl AI	Distyl AI works with organisations to increase their AI readiness and develop comprehensive AI-based solutions.	2022-01-01	Artificial Intelligence (AI),Software	1-10	$1M to $10M	https://distyl.ai/	San Francisco,California,United States,North America	7000000	seed	Not found	Not found	Nat Friedman,Coatue,Dell Technologies Capital,Firsthand Alliance,Brad Gerstner	6.0	0.1	0.2	0.3	19019.0	active	0.5580315179398772
2232	ColdAI	ColdAI is building Artificial General Intelligence for the enterprise	2023-01-01	Artificial Intelligence (AI),Information Technology,Machine Learning,Software	1-10	NA	https://www.coldai.org	Fresno,California,United States,North America	150000	seed	Shayan Salehi	ed9aa4c7-fca5-47ee-b64e-d7b85896409d	Not found	NA	-0.2	-0.4	-0.5	112360.0	active	0.5583415399504272
3081	AI Generative Lab - AIGL	Research, Development and Commercialization of Generative AI Applications.	2023-01-04	Artificial Intelligence (AI),Generative AI,Natural Language Processing,SaaS	1-10	NA	https://www.aigenerative.ae/	Dubai,Dubai,United Arab Emirates,Asia	0	seed	James Kovalenko,Luigi Senese	a6e805d8-58bf-4829-a8d8-befc6af421c4,a6102ce2-3f92-4819-8ab3-0fc65f7ea097	Not found	NA	0.1	0.3	-0.3	245429.0	active	0.558565848587633
1643	Seek AI	Seek AI provides an AI automation platform to generate and maintain code for answering ad-hoc data questions.	2021-09-01	Artificial Intelligence (AI),Business Intelligence,Machine Learning,Natural Language Processing	11-50	$1M to $10M	https://www.seekwhatmatters.com	New York,New York,United States,North America	10500000	NA	Sarah Nagy	cde1f653-8d4c-4c6a-ac5a-5b4b47e3cf00	Conviction Partners,Mustafa Suleyman,Battery Ventures,Tristan Handy,Bob Muglia	6.0	0.0	0.2	1.2	75265.0	active	0.5586452261359958
794	AgentAI	AI-Powered automation of the most time-consuming, and resource-draining tasks in Medical Billing.	2023-06-01	Artificial Intelligence (AI),Health Care,Information Technology	1-10	NA	http://agentai.app	Los Angeles,California,United States,North America	1850000	seed	Avesta Rasouli	0cf43586-4d05-d767-947f-1abc912ce373	Oceans	1.0	-0.7	-1.0	9.9	33509.0	active	0.5586901607746095
271	AirOps	AirOps allows users to create AI-enabled applications on top of Large Language Models (LLMs).	2021-01-01	Business Development,Developer APIs,Developer Tools,Productivity Tools	11-50	NA	https://www.airops.com	Miami,Florida,United States,North America	7000000	seed	Alex Halliday,Berna Gonzalez,Matt Hammel	36bd0e1d-ff6b-cf5e-36b2-b2dd6a1e1270,cb7feea2-73fa-450c-865b-e68d9b7c1a6c,474aac34-ba3a-4c29-a191-a2dc20de2500	Apollo Projects,Xfund,Wing Venture Capital,Village Global,Founder Collective	5.0	0.1	0.2	0.8	11341.0	active	0.5593373336839962
2224	NyxAI	NyxAI is building the tools for the next generation of GenAI-powered apps.	2022-01-01	Artificial Intelligence (AI),Machine Learning	NA	NA	https://nyx.gallery 	Princeton,New Jersey,United States,North America	43451	seed	Florian Laurent,Martin Müller	1a4f4d37-a360-44e0-89d8-cd018bee7301,ecd3d613-3377-467d-8c82-a950d00c5c99	Foundation for Technological Innovation (FIT),Founderful Campus	2.0	-0.1	-0.1	-0.2	112097.0	active	0.5594561506970299
31	Sarvam AI	Sarvam AI develops large language models and enables new GenAI applications through bespoke enterprise models.	2023-01-01	Artificial Intelligence (AI),Generative AI,Software	11-50	NA	https://www.sarvam.ai	Bengaluru,Karnataka,India,Asia	41029452	early_stage_venture	Pratyush Kumar,Vivek Raghavan	4eec5ab5-e9ae-40b0-a02a-ca5cdecd8587,4cb0ba5e-291f-4d54-b876-464d56f6cd51	Lightspeed Venture Partners,Khosla Ventures,Peak XV Partners	3.0	-2.0	-1.2	-3.9	636.0	active	0.5596540217144843
1604	DevAccuracy	DevAccuracy introduces AI Test Coder: A Solution for Generating Accurate Test Code Using Contextual Insights and Intelligent Coding.	2022-10-23	Artificial Intelligence (AI),Generative AI,Software	11-50	NA	https://devaccuracy.com/	San Francisco,California,United States,North America	604000	seed	Ezekiel Aaron	5320fffc-0e39-4573-a910-cad075527594	Correlation Ventures,8VC	2.0	-0.1	-0.3	2.7	73415.0	active	0.5596795865214661
2318	Sleepless AI	Sleepless AI is a Web3+AI virtual companion gaming platform.	2023-01-01	Artificial Intelligence (AI),Gamification,Gaming	1-10	NA	https://www.sleeplessai.net	Not found	0	seed	Not found	Not found	Folius Ventures	1.0	-0.1	-0.4	3.6	119994.0	active	0.5598948665617081
3003	enot.ai	enot.ai builds tools for AI developers to compress and accelerate neural networks for any hardware and deployed anywhere.	2021-02-01	Artificial Intelligence (AI),Cloud Computing,Computer Vision,Developer Platform,Image Recognition,Information Technology,Machine Learning,Natural Language Processing,Software,Video	1-10	NA	https://www.enot.ai	Riga,Riga,Latvia,Europe	0	seed	Not found	Not found	New Nordic Ventures	1.0	1.0	1.1	-0.1	226939.0	active	0.5601300812433652
2832	Ai Bloks	Ai Bloks provides a no-code AI platform that integrates semantic + generative AI to build evidence-based AI applications.	2021-03-01	Artificial Intelligence (AI),Generative AI,Information Technology,Machine Learning,Natural Language Processing,Software	1-10	NA	https://www.aibloks.com	Greenwich,Connecticut,United States,North America	0	seed	Namee Oberst	0b995c89-6640-4a86-9599-aa7addecca8d	Not found	NA	0.0	0.7	-0.2	193024.0	active	0.5603165826002416
